CategoryNum        mean             variance           SD           Smoothness       Skewness        Kurtosis       Uniformity       Entropy         Contrast      EntropyGLCM       Energy        Homogeneity 
      20      152.537051     2983.373869       54.620270        0.999665       -0.644491        0.172499        0.005971        7.606553        4.976389        1.276542        0.525293        0.911136 

      20      164.218249     2217.202469       47.087179        0.999549       -0.957116        1.194643        0.006992        7.435517        3.703226        1.009835        0.647672        0.933871 

      20      142.810861     3385.136951       58.181930        0.999705       -0.603082       -0.238146        0.005588        7.694776        5.507373        1.384767        0.473072        0.901654 

      21      152.706562     4393.482498       66.283350        0.999772       -0.918583       -0.472041        0.006515        7.539665        1.392639        1.023692        0.577658        0.975131 

      21      157.372526     3750.286937       61.239586        0.999733       -1.048059       -0.139497        0.007441        7.419515        0.731710        0.916993        0.612201        0.986934 

      21      164.011246     4371.556607       66.117748        0.999771       -1.071261       -0.133886        0.007196        7.497637        1.501057        0.982555        0.607199        0.973195 

      21      158.813122     4320.588945       65.731187        0.999769       -1.008701       -0.192348        0.006584        7.573335        1.743577        1.028054        0.588981        0.968865 

      21      150.291157     3862.660091       62.150302        0.999741       -1.005253       -0.163048        0.006822        7.516637        1.684848        1.043926        0.577097        0.969913 

      21      163.435733     4410.058020       66.408268        0.999773       -1.087760       -0.083186        0.007182        7.501026        1.921619        1.020079        0.600076        0.965685 

      21      157.507644     3477.085397       58.966816        0.999712       -1.200704        0.385689        0.007764        7.409136        1.856388        0.995996        0.612093        0.966850 

      21      145.395747     3817.606185       61.786780        0.999738       -1.050112       -0.200782        0.007890        7.384226        1.494822        1.042476        0.570334        0.973307 

      21      149.611529     4185.819530       64.697910        0.999761       -1.031513       -0.212282        0.006980        7.473881        1.569465        1.030992        0.580485        0.971974 

      21      159.964964     4260.702813       65.274059        0.999765       -1.093968       -0.096673        0.007590        7.449827        1.829475        1.025461        0.593661        0.967331 

      21      159.778704     4284.898603       65.459137        0.999767       -1.046483       -0.116839        0.006785        7.535577        1.591759        1.000195        0.600084        0.971576 

      21      152.288491     3977.623373       63.068402        0.999749       -0.986136       -0.258048        0.006973        7.512752        1.725746        1.050741        0.574497        0.969183 

      22      129.072640     3515.669261       59.293079        0.999716       -0.577214       -0.896278        0.005838        7.614181        1.619194        1.174428        0.491316        0.971086 

      22      144.992367     3735.760426       61.120867        0.999732       -0.568050       -1.029220        0.006027        7.581592        0.729882        1.033268        0.537909        0.986966 

      22      135.944323     4119.000923       64.179443        0.999757       -0.625863       -0.853126        0.005716        7.679717        1.518162        1.139580        0.509513        0.972890 

      22      135.388165     3995.334008       63.208655        0.999750       -0.545918       -0.972498        0.005773        7.662107        0.734675        1.064192        0.517719        0.986881 

      22      133.696604     3350.902599       57.886981        0.999702       -0.601501       -0.694887        0.005777        7.644575        1.526514        1.152127        0.501692        0.972741 

      22      143.844719     4264.005894       65.299356        0.999766       -0.669152       -0.744081        0.005741        7.703026        1.137449        1.066028        0.538954        0.979688 

      22      133.821426     3485.325391       59.036644        0.999713       -0.678360       -0.655593        0.005853        7.622694        0.903744        1.080186        0.517122        0.983862 

      22      133.712642     4108.123321       64.094643        0.999757       -0.603836       -0.906672        0.005688        7.660454        1.442388        1.138714        0.506531        0.974243 

      22      135.713948     4208.668354       64.874250        0.999762       -0.536633       -1.005017        0.005646        7.692489        1.282873        1.128508        0.505448        0.977092 

      22      136.521778     4159.878056       64.497117        0.999760       -0.634880       -0.820978        0.005559        7.704906        1.174571        1.108799        0.512925        0.979026 

      22      142.916988     2187.583286       46.771608        0.999543       -0.861201        0.180885        0.007384        7.391517        0.920682        1.013849        0.561319        0.983559 

      22      130.923918     3527.948358       59.396535        0.999717       -0.448444       -1.022841        0.005783        7.632924        0.835340        1.093242        0.504401        0.985083 

      23      146.710905     3759.129371       61.311739        0.999734       -0.746702       -0.764079        0.006574        7.527857        1.324218        1.070141        0.545360        0.976353 

      23      152.732016     4556.127814       67.499095        0.999781       -0.645146       -0.867593        0.005446        7.728309        1.538751        1.114393        0.526763        0.972522 

      23      150.642667     4054.930955       63.678340        0.999753       -0.679880       -0.808957        0.005823        7.659859        1.412714        1.077970        0.544423        0.974773 

      23      143.074965     3279.303099       57.265200        0.999695       -0.541346       -0.691782        0.005456        7.663638        1.436924        1.106871        0.526993        0.974341 

      23      132.386284     6308.591464       79.426642        0.999842       -0.097449       -1.519977        0.004820        7.814829        1.254943        1.171483        0.475313        0.977590 

      23      142.496188     3707.508502       60.889314        0.999730       -0.702653       -0.660989        0.005708        7.657505        1.990365        1.161073        0.515784        0.964458 

      23      153.524532     4862.551627       69.731999        0.999794       -0.598245       -1.006803        0.005397        7.728749        1.634677        1.129588        0.521214        0.970809 

      23      148.233392     4406.558787       66.381916        0.999773       -0.618392       -0.841847        0.005418        7.721530        1.384140        1.114933        0.519296        0.975283 

      23      144.720768     4787.145542       69.189201        0.999791       -0.506936       -1.100149        0.005316        7.744104        1.585831        1.161850        0.498055        0.971682 

      23      156.762940     4387.916794       66.241353        0.999772       -0.677445       -0.856795        0.005812        7.641173        0.746923        0.987672        0.568520        0.986662 

      23      146.545209     3356.816162       57.938037        0.999702       -0.859830       -0.400315        0.006597        7.520254        1.634966        1.071197        0.558245        0.970804 

      23      146.612109     4965.114034       70.463565        0.999799       -0.428425       -1.192506        0.005314        7.741746        1.494355        1.165862        0.491122        0.973315 

      23      156.855705     4795.201769       69.247395        0.999792       -0.662079       -0.887325        0.005524        7.719545        1.718486        1.118475        0.531898        0.969313 

      23      152.800512     5197.172565       72.091418        0.999808       -0.569603       -1.090496        0.005700        7.691380        1.063527        1.080432        0.525755        0.981008 

      24      127.704966     3500.306353       59.163387        0.999714       -0.312576       -1.123315        0.005448        7.657701        0.737946        1.109300        0.487502        0.986822 

      25      177.605143     2765.446729       52.587515        0.999639       -0.818248       -0.434110        0.007101        7.404924        2.280392        0.992647        0.627084        0.959279 

      26      187.596667     3712.992694       60.934331        0.999731       -1.142144        0.163997        0.008671        7.235627        0.535908        0.728790        0.713361        0.990430 

      26      122.462691     2809.586246       53.005530        0.999644       -0.721167       -0.442014        0.006797        7.404912        1.141596        1.144924        0.487130        0.979614 

      26      173.097896     3429.782387       58.564344        0.999709       -1.100141        0.167099        0.007348        7.393721        1.042739        0.854856        0.664171        0.981380 

      27      135.294847     4511.060713       67.164430        0.999778       -0.449963       -0.889262        0.004881        7.803750        1.699304        1.182527        0.489624        0.969655 

      27      141.016343     4277.731059       65.404366        0.999766       -0.665432       -0.710077        0.006239        7.573306        1.014658        1.078948        0.524113        0.981881 

      27      146.723028     4389.628233       66.254270        0.999772       -0.776427       -0.638998        0.005914        7.631348        1.409241        1.060630        0.555268        0.974835 

      27      137.888043     4840.135862       69.571085        0.999793       -0.577582       -0.947890        0.005469        7.688329        1.407380        1.098942        0.530741        0.974868 

      27      145.888506     5243.538422       72.412281        0.999809       -0.493371       -1.205753        0.005826        7.656623        0.904669        1.070959        0.523282        0.983845 

      27      132.758656     4854.307867       69.672863        0.999794       -0.375300       -1.181636        0.005246        7.742540        1.518482        1.159500        0.496468        0.972884 

      27      156.038730     4133.946769       64.295776        0.999758       -0.992298       -0.252423        0.007665        7.401713        1.077862        0.939022        0.615750        0.980752 

      27      134.715398     4351.129600       65.963093        0.999770       -0.515679       -0.952847        0.005674        7.684744        0.695598        1.061599        0.517014        0.987579 

      27      149.421281     4004.215898       63.278874        0.999750       -0.853509       -0.235206        0.005738        7.654305        1.833507        1.066650        0.568827        0.967259 

      27      142.479152     4358.216219       66.016787        0.999771       -0.661867       -0.789703        0.005854        7.656469        1.414622        1.090091        0.536764        0.974739 

      27      129.592727     5585.908655       74.738937        0.999821       -0.490698       -1.242244        0.006201        7.593051        1.257546        1.124798        0.506619        0.977544 

      27      147.405908     5590.848732       74.771978        0.999821       -0.557394       -1.202531        0.005870        7.641103        0.934197        1.059800        0.532277        0.983318 

      28      134.637374     5572.899851       74.651858        0.999821       -0.374759       -1.207523        0.005201        7.767714        1.100601        1.144709        0.485030        0.980346 

      28      145.011427     3847.539444       62.028537        0.999740       -0.679405       -0.700356        0.005797        7.668541        1.706214        1.133447        0.521816        0.969532 

      28      136.287430     3227.350652       56.809776        0.999690       -0.660482       -0.503614        0.006220        7.610064        1.834420        1.164185        0.507447        0.967242 

      28      135.430116     3833.680750       61.916724        0.999739       -0.566117       -0.944391        0.005840        7.655757        1.464400        1.141687        0.505625        0.973850 

      28      131.804683     4422.554159       66.502287        0.999774       -0.346174       -1.148945        0.005005        7.790553        1.084690        1.141047        0.486617        0.980631 

      28      127.104455     2775.188724       52.680060        0.999640       -0.372566       -0.599155        0.005943        7.585868        1.191425        1.160186        0.479546        0.978725 

      28      143.299098     4125.633974       64.231098        0.999758       -0.632169       -0.926581        0.005915        7.638817        1.870176        1.143315        0.522307        0.966604 

      28      124.316603     2368.380247       48.666007        0.999578       -0.717368       -0.117325        0.006923        7.440406        1.864834        1.215515        0.475209        0.966699 

      28      148.970970     5034.450751       70.953864        0.999801       -0.440505       -1.312030        0.005814        7.653384        0.997841        1.098005        0.510597        0.982181 

      28      133.350577     2854.469332       53.427234        0.999650       -0.830127       -0.219620        0.006808        7.464153        2.307677        1.197641        0.504571        0.958791 

      28      149.315589     5752.128683       75.842789        0.999826       -0.556355       -1.230552        0.006217        7.610568        1.245062        1.097643        0.523806        0.977767 

      28      146.631249     3335.303060       57.752083        0.999700       -0.407012       -0.893226        0.005938        7.609691        1.083912        1.104449        0.511022        0.980644 

      28      130.087401     2560.174586       50.598168        0.999610       -0.891870       -0.065216        0.007561        7.382487        1.775660        1.149550        0.514411        0.968292 

