CategoryNum        mean             variance           SD           Smoothness       Skewness        Kurtosis       Uniformity       Entropy         Contrast      EntropyGLCM       Energy        Homogeneity 
       6      165.807536     2407.926055       49.070623        0.999585       -0.710553       -0.202197        0.006339        7.478362        2.746255        1.038498        0.613445        0.950960 

       6      150.446009     1611.696463       40.145940        0.999380       -0.669451        0.449532        0.007475        7.289295        3.549116        1.164388        0.560918        0.936623 

       6      142.623873     2134.297103       46.198453        0.999532       -0.488363       -0.382741        0.006271        7.482891        1.522319        1.127696        0.517432        0.972816 

       6      176.987467     1588.587133       39.857084        0.999371       -0.728892       -0.031975        0.007753        7.220127        1.629775        0.771005        0.729783        0.970897 

       6      164.160422     1396.473996       37.369426        0.999284       -0.208416       -0.527547        0.007545        7.201230        1.330936        0.812013        0.699097        0.976233 

       6      164.105519     2278.325145       47.731804        0.999561       -1.167256        1.480661        0.007085        7.394897        2.878623        0.968937        0.654502        0.948596 

       6      149.775500     1387.094965       37.243724        0.999280       -0.381461       -0.362412        0.007592        7.212899        2.338816        1.100367        0.565853        0.958235 

       6      159.940359     1385.609521       37.223776        0.999279       -0.486424        0.154319        0.008048        7.176540        3.052398        0.980450        0.651843        0.945493 

       6      155.436912     1408.286924       37.527149        0.999290       -0.480095        0.148477        0.007690        7.198500        1.447352        0.935897        0.632856        0.974154 

       6      167.745804     3139.429288       56.030610        0.999682       -1.101049        0.733449        0.006405        7.520959        1.065606        0.865893        0.658712        0.980971 

       6      167.776274     1735.854946       41.663593        0.999424       -0.984284        0.888865        0.008096        7.248873        1.609315        0.796168        0.716084        0.971262 

       6      163.457173     2584.118844       50.834229        0.999613       -0.900493        0.338002        0.006425        7.501273        2.884930        1.029618        0.621713        0.948483 

       6      143.846008     2019.088372       44.934267        0.999505       -0.650415        0.241420        0.006640        7.440814        2.792536        1.214492        0.510556        0.950133 

       6      146.179612     2677.600088       51.745532        0.999627       -0.576276       -0.169689        0.005656        7.627355        3.352622        1.275447        0.489705        0.940132 

       7      123.903144     4040.623243       63.565897        0.999753       -0.566081       -0.974253        0.006263        7.571790        0.652171        1.074132        0.505810        0.988354 

       7      129.516204     3122.392465       55.878372        0.999680       -0.751812       -0.544024        0.006570        7.479100        1.044943        1.100966        0.511223        0.981340 

       7      167.883695     3476.798694       58.964385        0.999712       -0.877594       -0.241170        0.006369        7.573857        0.624888        0.879271        0.629580        0.988841 

       7      162.041308     4448.709421       66.698646        0.999775       -0.991072       -0.168838        0.006366        7.599761        0.625582        0.900719        0.616422        0.988829 

       7      129.461990     2711.585394       52.072885        0.999631       -0.552717       -0.390174        0.005962        7.602831        1.339131        1.154601        0.490981        0.976087 

       7      144.603246     3152.241056       56.144822        0.999683       -0.827385       -0.223992        0.006526        7.562331        1.617858        1.090796        0.545229        0.971110 

       7      123.200918     3573.116845       59.775554        0.999720       -0.408990       -0.840737        0.005307        7.708670        0.770318        1.109888        0.489158        0.986244 

       7      140.421906     2906.772696       53.914494        0.999656       -0.962316        0.286352        0.006865        7.494649        0.836198        1.017693        0.554233        0.985068 

       7      136.634111     2168.016343       46.561962        0.999539       -0.928501       -0.014971        0.007890        7.290415        0.891817        1.032678        0.547617        0.984075 

       7      132.478614     2327.826672       48.247556        0.999571       -0.694653       -0.352784        0.006880        7.410278        0.973223        1.082817        0.519293        0.982621 

       7      153.971807     3983.378337       63.114011        0.999749       -0.823320       -0.492953        0.006117        7.624561        1.089824        1.003336        0.576576        0.980539 

       7      147.464126     3801.478113       61.656128        0.999737       -0.876819       -0.392681        0.006288        7.579146        0.708637        0.975195        0.574310        0.987346 

       8      146.351935     3309.766628       57.530571        0.999698       -0.483371       -0.528942        0.005134        7.725904        1.687341        1.140634        0.516384        0.969869 

       8       38.435149     1846.063034       42.965836        0.999459        3.135155       10.685071        0.014424        6.460543        0.224111        0.303841        0.908346        0.995998 

       8      157.070721     3683.630615       60.692921        0.999729       -0.806509       -0.513234        0.006343        7.583047        2.585913        1.144839        0.546794        0.953823 

       9      132.677231     3492.133820       59.094279        0.999714       -0.581087       -0.771416        0.005939        7.620689        2.193852        1.216597        0.488102        0.960824 

       9      147.470082     3986.544427       63.139088        0.999749       -0.292628       -0.626143        0.007614        7.607676        2.354470        1.205736        0.501135        0.957956 

       9      129.165082     2657.526726       51.551205        0.999624       -0.513226       -0.384060        0.006051        7.555019        3.135713        1.324089        0.452377        0.944005 

       9      139.002379     3977.675108       63.068812        0.999749       -0.606030       -0.852791        0.005599        7.667797        2.146919        1.206190        0.492991        0.961662 

       9      135.711716     3954.471153       62.884586        0.999747       -0.471865       -0.986394        0.005268        7.699010        1.916512        1.197761        0.489093        0.965777 

       9      140.375113     4219.692245       64.959158        0.999763       -0.538266       -0.948797        0.005458        7.711732        1.758669        1.154075        0.510773        0.968595 

       9      150.917871     3155.586753       56.174610        0.999683       -0.636608       -0.663324        0.006048        7.577543        2.182830        1.140125        0.536220        0.961021 

       9      137.067953     3296.501379       57.415167        0.999697       -0.590877       -0.768727        0.005669        7.620190        2.447949        1.227245        0.490813        0.956287 

       9      144.070579     5093.078955       71.365811        0.999804       -0.418781       -1.275996        0.005390        7.714819        1.174849        1.118084        0.506806        0.979021 

       9      123.271058     3378.093778       58.121371        0.999704       -0.442347       -1.062045        0.005595        7.604330        2.779475        1.307182        0.451140        0.950367 

       9      123.007028     3476.610427       58.962788        0.999712       -0.411701       -1.099253        0.005556        7.618471        1.765980        1.214627        0.471396        0.968465 

       9      147.243008     3589.047268       59.908658        0.999721       -0.603416       -0.695324        0.005947        7.613128        1.248447        1.101660        0.521354        0.977706 

       9      138.362833     3179.838825       56.390060        0.999686       -0.522958       -0.495006        0.005448        7.668352        2.771677        1.248734        0.488410        0.950506 

      10      126.058020     2379.965298       48.784888        0.999580       -0.181903       -0.606421        0.006222        7.516030        2.626959        1.296716        0.452427        0.953090 

      10      125.539217     2182.014998       46.712043        0.999542       -0.057740       -0.587160        0.006658        7.417296        2.375185        1.278774        0.454602        0.957586 

      10      126.004522     2290.269355       47.856759        0.999564       -0.108169       -0.573443        0.006543        7.462115        3.453573        1.365128        0.436153        0.938329 

      10      104.736720     1480.624430       38.478883        0.999325       -0.328806       -0.458610        0.007851        7.203950        3.924685        1.318469        0.478769        0.929916 

      11      131.105382     2755.520535       52.493052        0.999637       -0.629939       -0.655077        0.006517        7.478333        0.913628        1.082302        0.516283        0.983685 

      11      147.759763     4267.003564       65.322305        0.999766       -0.556975       -1.120218        0.005891        7.628443        1.191550        1.088056        0.527381        0.978722 

      11      165.079408     4671.532298       68.348609        0.999786       -0.757424       -0.853142        0.006345        7.588580        0.985536        0.992827        0.578040        0.982401 

      12      137.551705     3781.927549       61.497378        0.999736        0.048269       -0.885847        0.004609        7.848079        3.185853        1.339353        0.444187        0.943110 

      12      136.939348     3202.356182       56.589365        0.999688       -0.564347       -0.889672        0.006023        7.580059        1.474871        1.141656        0.506139        0.973663 

      12      143.280767     3229.363819       56.827492        0.999690       -0.684735       -0.750213        0.006426        7.536078        1.896592        1.157349        0.514410        0.966132 

      13      128.385862     2835.333449       53.247849        0.999647       -0.179150       -1.063342        0.005281        7.647483        3.181673        1.344843        0.440500        0.943184 

      13      128.118372     2459.494848       49.593294        0.999594       -0.265985       -0.905354        0.005730        7.567926        3.794366        1.389563        0.430807        0.932243 

      13      115.543069     2593.548794       50.926897        0.999615       -0.119250       -1.091060        0.005491        7.578182        1.394179        1.176280        0.479270        0.975104 

      13      116.955224     2465.069899       49.649470        0.999594       -0.213456       -0.983318        0.005654        7.560904        3.585054        1.375367        0.433637        0.935981 

      13      128.071655     2004.400923       44.770536        0.999501       -0.407509       -0.348617        0.006409        7.472568        3.826332        1.388945        0.432132        0.931673 

      13      143.333600     3779.524531       61.477838        0.999735       -0.273029       -1.223462        0.005173        7.723794        1.026722        1.123755        0.495013        0.981666 

      13      104.127624     1959.825907       44.269921        0.999490        0.328508       -0.678189        0.006519        7.426653        2.975081        1.195961        0.527491        0.946874 

      13      134.022170     3474.624146       58.945943        0.999712       -0.094788       -1.316544        0.005213        7.670413        0.879513        1.127102        0.484185        0.984294 

      13      125.496451     2397.907150       48.968430        0.999583       -0.212960       -1.072073        0.005894        7.510220        1.198879        1.163300        0.477845        0.978591 

      13      150.265934     3250.193513       57.010468        0.999692       -0.467405       -0.926098        0.005409        7.664998        2.105100        1.173829        0.512118        0.962409 

      13      126.552288     2490.364148       49.903548        0.999599       -0.207010       -0.932921        0.005564        7.584475        3.005137        1.331304        0.443339        0.946337 

      13      118.439595     2843.906137       53.328286        0.999648       -0.019350       -1.079893        0.005318        7.643654        1.066914        1.148049        0.480894        0.980948 

      14      176.964407     2514.760349       50.147386        0.999603       -0.854204        0.210746        0.006727        7.460958        2.806647        0.928314        0.674431        0.949881 

      14      150.349269     2951.093663       54.323970        0.999661       -0.404246       -0.739625        0.005349        7.675647        2.843371        1.221970        0.507521        0.949226 

      14      161.784290     3338.573627       57.780391        0.999701       -0.533238       -0.702897        0.005286        7.693267        3.171929        1.170421        0.548224        0.943358 

      14      165.069796     2856.517286       53.446396        0.999650       -0.797569       -0.162642        0.006187        7.567895        3.062500        1.082663        0.596191        0.945313 

      14      167.113221     3331.556362       57.719636        0.999700       -0.624081       -0.625630        0.005555        7.660579        2.487042        1.097077        0.572436        0.955589 

      14      179.384768     2259.018072       47.529129        0.999558       -0.954708        0.336912        0.007243        7.381571        2.500519        0.870051        0.698516        0.955348 

      14      161.850033     3939.941461       62.768953        0.999746       -0.748606       -0.346759        0.005363        7.717988        1.201148        0.988743        0.590868        0.978551 

      14      154.311804     3208.645110       56.644904        0.999688       -0.536151       -0.713764        0.005489        7.651214        2.634528        1.182991        0.524998        0.952955 

      14      155.952471     2580.114126       50.794824        0.999613       -0.649764       -0.218763        0.006059        7.575994        3.477579        1.208907        0.533301        0.937900 

      14      181.981383     3067.152160       55.381876        0.999674       -0.847820       -0.237947        0.006711        7.472629        2.208417        0.929892        0.660139        0.960564 

      14      161.791658     3019.854465       54.953203        0.999669       -0.605646       -0.397329        0.005680        7.618400        1.247281        0.990213        0.592019        0.977727 

      14      153.441189     2388.031196       48.867486        0.999581       -0.617722       -0.257881        0.006204        7.537719        3.068056        1.159961        0.551656        0.945213 

      14      191.012676     3664.244414       60.533003        0.999727       -0.702352       -0.937766        0.011398        7.113693        1.336509        0.942656        0.624568        0.976134 

      15      141.774908     3001.452222       54.785511        0.999667       -0.586968       -0.400568        0.005636        7.668454        3.421407        1.284284        0.486206        0.938903 

      15      158.116716     4436.604356       66.607840        0.999775       -0.647367       -0.700072        0.005139        7.759806        0.837307        0.976600        0.580579        0.985048 

      15      150.461648     2844.729793       53.336008        0.999649       -0.702015       -0.289815        0.005888        7.578682        3.691416        1.238966        0.520780        0.934082 

      15      141.920278     2943.689323       54.255777        0.999660       -0.583410       -0.502135        0.005646        7.620199        3.135969        1.271061        0.486010        0.944001 

      15      134.725177     2983.642628       54.622730        0.999665       -0.541809       -0.575524        0.005702        7.610007        2.851139        1.278951        0.471856        0.949087 

      15      134.620075     2856.669747       53.447823        0.999650       -0.177005       -0.202803        0.005821        7.624283        4.023427        1.387688        0.438479        0.928153 

      15      143.122274     3589.265384       59.910478        0.999721       -0.741334       -0.383626        0.005527        7.677825        3.697810        1.285644        0.492909        0.933968 

      15      166.884453     2835.101184       53.245668        0.999647       -0.992856        0.336226        0.006817        7.490992        2.059886        0.945300        0.647553        0.963216 

      15      159.828757     3469.633482       58.903595        0.999712       -0.756313       -0.079840        0.005735        7.651441        2.805179        1.096633        0.581733        0.949908 

      15      146.734859     2610.690315       51.094915        0.999617       -0.720126       -0.175740        0.006094        7.547758        3.268710        1.230654        0.514775        0.941630 

      15      155.570336     3276.717878       57.242623        0.999695       -0.808315       -0.244135        0.006051        7.617347        2.990550        1.146679        0.557420        0.946597 

      15      151.119600     2511.486007       50.114728        0.999602       -0.841866        0.048980        0.006440        7.478501        1.976920        1.069338        0.572413        0.964698 

      15      158.225284     4054.762024       63.677013        0.999753       -0.775780       -0.303244        0.005948        7.650703        2.380682        1.083882        0.577033        0.957488 

      15      140.498275     4725.405246       68.741583        0.999788       -0.347188       -0.977794        0.004987        7.797096        2.624734        1.244963        0.485786        0.953130 

      15      143.829108     3381.954882       58.154577        0.999704       -0.522936       -0.669401        0.005368        7.702306        2.013022        1.160787        0.516856        0.964053 

      15      144.830422     2796.442196       52.881397        0.999643       -0.759311       -0.003273        0.006363        7.563898        2.555356        1.164700        0.533704        0.954369 

      16      142.071356     2969.597547       54.494014        0.999663       -0.446070       -0.880859        0.005955        7.584862        3.255823        1.305558        0.468001        0.941860 

      16      185.193660     2036.973820       45.132846        0.999509       -1.057268        0.215649        0.009544        7.151708        1.438798        0.769380        0.725380        0.974307 

      16      140.253481     3006.960079       54.835755        0.999668       -0.264142       -1.279715        0.006204        7.498141        1.785466        1.200287        0.481769        0.968117 

      16      139.131435     2638.110902       51.362544        0.999621       -0.335716       -0.823073        0.005855        7.572150        3.048893        1.308641        0.459444        0.945555 

      16      148.477020     2354.447573       48.522650        0.999575       -0.206881       -0.855871        0.005914        7.529269        2.334493        1.188195        0.511532        0.958313 

      16      172.388766     1765.388049       42.016521        0.999434       -0.919626        0.621778        0.009273        7.177420        2.575314        0.891005        0.689227        0.954012 

      16      171.488215     1951.726951       44.178354        0.999488       -1.750311        3.214371        0.009696        7.031680        0.845166        0.647276        0.770186        0.984908 

      16      147.509716     3016.396764       54.921733        0.999669       -0.206465       -0.986531        0.005412        7.639041        1.757133        1.193338        0.485092        0.968623 

      16      153.657716     2648.038994       51.459100        0.999623       -0.659881       -0.215685        0.005947        7.576318        2.341346        1.109369        0.560503        0.958190 

      16      144.236216     2873.399985       53.604104        0.999652       -0.289522       -0.983750        0.005733        7.607296        2.857341        1.270363        0.477543        0.948976 

      16      158.416619     2891.983610       53.777166        0.999654       -0.290172       -0.558472        0.006329        7.572825        2.856212        1.234907        0.499869        0.948996 

      16      128.862818     2842.111566       53.311458        0.999648       -0.344150       -1.083913        0.005862        7.564359        1.290385        1.162666        0.483103        0.976957 

      16      147.754360     2750.335398       52.443640        0.999637       -0.566344       -0.652904        0.005940        7.576426        3.300176        1.254976        0.500817        0.941068 

      16      149.282386     2417.624860       49.169349        0.999587       -0.375022       -0.406570        0.006361        7.499628        2.309238        1.155137        0.531352        0.958764 

      17      168.054918     4096.236067       64.001844        0.999756       -0.760711       -0.411508        0.006269        7.588477        1.123797        0.942564        0.615662        0.979932 

      17      165.940286     4862.467100       69.731393        0.999794       -0.661023       -0.864183        0.006036        7.651827        1.371705        1.035216        0.569576        0.975505 

      18      128.555092     3825.205314       61.848244        0.999739       -0.620950       -0.610732        0.006184        7.616615        1.776316        1.193936        0.485549        0.968280 

      18      130.650467     2017.557436       44.917229        0.999505       -0.637193        0.054399        0.007181        7.395606        1.320795        1.143984        0.497115        0.976414 

      18      129.922991     2589.062124       50.882827        0.999614       -0.216759       -0.621421        0.005858        7.614406        2.128487        1.247870        0.465044        0.961991 

      18      125.241309     2359.861776       48.578409        0.999576       -0.316997       -0.589722        0.006187        7.544743        1.213628        1.160379        0.480606        0.978328 

      18      138.145710     3333.709337       57.738283        0.999700       -0.584491       -0.618473        0.006044        7.654965        2.629223        1.248591        0.483627        0.953050 

      18      139.516963     1842.800964       42.927858        0.999458       -0.796678        0.202374        0.007985        7.288388        2.599163        1.187081        0.521320        0.953586 

      18      146.764906     2043.361273       45.203554        0.999511       -0.504715       -0.595513        0.007646        7.351928        1.276318        1.071256        0.542390        0.977209 

      18      146.443965     2485.021461       49.849990        0.999598       -0.332908       -0.870472        0.005933        7.537077        1.327633        1.103829        0.523814        0.976292 

      18      125.098255     3031.288339       55.057137        0.999670       -0.302732       -0.867608        0.005704        7.660729        2.194053        1.259001        0.460389        0.960820 

      18      143.706272     3517.645097       59.309739        0.999716       -0.272064       -0.885387        0.005129        7.753159        2.645968        1.265597        0.473313        0.952751 

      18      130.611289     2146.076777       46.325768        0.999534       -0.330868       -0.747978        0.006409        7.463802        2.366090        1.268582        0.460950        0.957748 

      18      145.119450     1605.361678       40.066965        0.999377       -0.367301       -0.118640        0.007913        7.244104        1.633424        1.094426        0.543589        0.970832 

      19      153.341824     5594.240525       74.794656        0.999821       -0.267142       -1.514647        0.005776        7.643685        1.014693        1.118749        0.497696        0.981880 

      19       88.939038     1888.714040       43.459338        0.999471        0.467123       -0.575771        0.006864        7.323519        0.762249        0.874831        0.639522        0.986388 

      19      129.461296     3012.216863       54.883667        0.999668       -0.542909       -0.636072        0.005488        7.648598        2.036668        1.228492        0.473996        0.963631 

      19       80.050234     2737.025160       52.316586        0.999635        0.837227       -0.147674        0.006553        7.466010        1.015520        0.821287        0.682335        0.981866 

      19      188.259581     4304.777864       65.610806        0.999768       -0.750008       -0.788882        0.012733        7.190385        1.403198        1.008070        0.587747        0.974943 

      19      154.884626     3459.636602       58.818676        0.999711       -0.620643       -0.705518        0.005512        7.671806        1.949272        1.112957        0.544543        0.965192 

      19       46.410470     1667.527078       40.835366        0.999401        2.850923        8.598052        0.018148        6.401536        0.427996        0.385847        0.880398        0.992357 

      19       71.962512      803.582196       28.347525        0.998757       -0.057990       -0.341416        0.010520        6.811721        0.409119        0.196008        0.952229        0.992694 

      19       98.807294     1588.266666       39.853063        0.999371        0.003223       -0.706595        0.007152        7.202865        1.851909        1.093441        0.552981        0.966930 

      19       55.021397     1097.997976       33.136053        0.999090        1.582921        7.329937        0.010869        6.735393        0.751117        0.234455        0.942883        0.986587 

      19      157.131943     4955.464174       70.395058        0.999798       -0.441966       -1.286114        0.005647        7.640497        1.436598        1.114523        0.522028        0.974346 

      20      179.277964     2421.757069       49.211351        0.999587       -0.643579       -0.280561        0.006443        7.469694        2.461029        0.895621        0.684469        0.956053 

      20      142.046146     1585.628938       39.819957        0.999370       -0.270326        0.394161        0.007553        7.310241        4.142557        1.335604        0.473783        0.926026 

      20       83.860702     1538.356446       39.221887        0.999350        1.089176        1.893686        0.008298        7.170496        2.020151        0.708570        0.769063        0.963926 

      20      153.370598     1844.841229       42.951615        0.999458       -0.251019        0.440006        0.007295        7.336590        2.352009        1.071532        0.583475        0.958000 

      20      158.722521     3017.661359       54.933245        0.999669       -0.615706       -0.421479        0.005938        7.626545        2.336701        1.113516        0.557839        0.958273 

      20      175.083279     3984.884302       63.125940        0.999749       -0.912967       -0.298759        0.006467        7.534505        1.511884        0.944406        0.630260        0.973002 

      20      135.368944     2188.672630       46.783252        0.999543        0.046826       -0.066491        0.006497        7.519528        2.729959        1.289384        0.460939        0.951251 

      20      155.662398     1726.162027       41.547106        0.999421       -0.127188       -0.109798        0.007206        7.339400        1.045096        0.936724        0.615651        0.981338 

      20      151.687760     5832.628506       76.371647        0.999829       -0.023354       -1.555321        0.006701        7.599799        2.161048        1.255564        0.461305        0.961410 

      20       63.116469     1208.130144       34.758167        0.999173        2.057337        5.321696        0.012239        6.715357        0.739272        0.414727        0.876055        0.986799 

      20      153.583942     1699.558016       41.225696        0.999412       -0.445395        0.894706        0.007623        7.331170        3.624472        1.119565        0.587798        0.935277 

      20       51.355586     4693.899129       68.512036        0.999787        1.879161        2.062088        0.017400        6.573349        0.422173        0.654534        0.748800        0.992461 

      20      200.452572     2285.664684       47.808626        0.999563       -1.455776        2.256851        0.008706        7.169141        1.338902        0.582075        0.815132        0.976091 

      20       72.096464      509.442484       22.570833        0.998041        1.924695       12.829318        0.019181        6.155804        0.250087        0.139983        0.967764        0.995534 

      20      161.364619     2164.166132       46.520599        0.999538       -0.904720        1.120292        0.007068        7.422807        4.073201        1.080675        0.616648        0.927264 

      20      165.768743     2431.981040       49.315120        0.999589       -0.712867        0.656516        0.006551        7.491230        3.499128        1.000700        0.649178        0.937516 

